layout,formulation,passivation_effectiveness,wash_strength_relative,wash_duration_seconds,wash_cycles,contact_boost,p10_useful_capture,median_useful_capture,p10_target_retained,median_target_retained,p90_background_remaining,median_background_remaining,median_target_wash_survival,median_background_removal,reliable_90_fraction,protocol_cost_index,reliable_90
hybrid_24,polyT30_PEG_passivated,0.90,1.75,5,1,0.30,0.8428,0.9392,0.8647,0.9650,0.0281,0.0196,0.9967,0.3070,0.6667,0.9875,no
hybrid_24,polyT30_PEG_passivated,0.90,0.75,10,1,0.30,0.8427,0.9395,0.8668,0.9664,0.0332,0.0245,0.9975,0.1790,0.6667,0.9500,no
hybrid_24,polyT30_PEG_passivated,0.90,0.25,5,4,0.30,0.8426,0.9389,0.8694,0.9672,0.0385,0.0283,0.9986,0.0693,0.6667,0.9650,no
hybrid_24,polyT30_PEG_passivated,0.90,0.75,5,2,0.30,0.8423,0.9390,0.8668,0.9664,0.0332,0.0245,0.9975,0.1790,0.6667,0.9600,no
hybrid_24,polyT30_PEG_passivated,0.90,2.00,5,1,0.30,0.8422,0.9390,0.8634,0.9638,0.0263,0.0172,0.9961,0.3630,0.6667,0.9975,no
hybrid_24,polyT30_PEG_passivated,0.90,0.25,30,1,0.30,0.8421,0.9393,0.8677,0.9667,0.0364,0.0269,0.9979,0.1022,0.6667,0.9400,no
hybrid_24,polyT30_PEG_passivated,0.90,0.50,5,3,0.30,0.8419,0.9388,0.8672,0.9665,0.0340,0.0255,0.9976,0.1460,0.6667,0.9625,no
hybrid_24,polyT30_standard,0.90,2.00,10,1,0.30,0.7128,0.9043,0.7337,0.9291,0.0337,0.0127,0.9922,0.5941,0.5278,1.0000,no
hybrid_24,polyT30_standard,0.90,1.25,20,1,0.30,0.7122,0.9032,0.7316,0.9281,0.0345,0.0133,0.9909,0.5812,0.5278,0.9750,no
hybrid_24,polyT30_standard,0.90,1.75,10,1,0.30,0.7120,0.9040,0.7355,0.9300,0.0378,0.0160,0.9933,0.5196,0.5278,0.9900,no
hybrid_24,polyT30_standard,0.90,2.00,5,2,0.30,0.7118,0.9031,0.7337,0.9291,0.0337,0.0127,0.9922,0.5941,0.5278,1.0100,no
hybrid_24,polyT30_standard,0.90,1.25,10,2,0.30,0.7116,0.9025,0.7316,0.9281,0.0345,0.0133,0.9909,0.5812,0.5000,0.9850,no
hybrid_24,polyT30_standard,0.90,1.50,20,1,0.30,0.7116,0.9029,0.7281,0.9264,0.0285,0.0101,0.9888,0.6848,0.5000,0.9850,no
hybrid_24,polyT30_standard,0.90,1.00,30,1,0.30,0.7114,0.9024,0.7292,0.9269,0.0332,0.0124,0.9895,0.6030,0.5000,0.9700,no
hybrid_24,polyT30_standard,0.90,1.75,5,3,0.30,0.7113,0.9015,0.7300,0.9273,0.0296,0.0106,0.9900,0.6670,0.5000,1.0125,no
hybrid_24,polyT30_standard,0.90,1.50,10,1,0.30,0.7112,0.9033,0.7361,0.9308,0.0419,0.0207,0.9944,0.4387,0.5278,0.9800,no
hybrid_24,polyT30_standard,0.90,1.75,5,2,0.30,0.7111,0.9029,0.7355,0.9300,0.0378,0.0160,0.9933,0.5196,0.5278,1.0000,no
hybrid_24,polyT30_standard,0.90,1.00,20,1,0.30,0.7110,0.9027,0.7350,0.9297,0.0409,0.0193,0.9930,0.4599,0.5278,0.9650,no
hybrid_24,polyT30_standard,0.90,1.50,5,3,0.30,0.7109,0.9019,0.7327,0.9286,0.0346,0.0134,0.9916,0.5794,0.5000,1.0025,no
hybrid_24,polyT30_standard,0.90,1.50,10,2,0.30,0.7108,0.9020,0.7281,0.9264,0.0285,0.0101,0.9888,0.6848,0.5000,0.9950,no
hybrid_24,polyT30_standard,0.90,0.75,20,2,0.30,0.7107,0.9014,0.7299,0.9273,0.0364,0.0148,0.9899,0.5456,0.5000,0.9750,no
hybrid_24,polyT30_standard,0.90,0.75,30,1,0.30,0.7106,0.9020,0.7341,0.9293,0.0415,0.0202,0.9924,0.4466,0.5278,0.9600,no
hybrid_24,polyT30_standard,0.90,1.00,10,2,0.30,0.7105,0.9021,0.7350,0.9297,0.0409,0.0193,0.9930,0.4599,0.5278,0.9750,no
hybrid_24,polyT30_standard,0.90,2.00,5,1,0.30,0.7105,0.9026,0.7371,0.9317,0.0457,0.0244,0.9961,0.3630,0.5278,0.9975,no
hybrid_24,polyT30_standard,0.90,1.00,10,3,0.30,0.7104,0.9012,0.7292,0.9269,0.0332,0.0124,0.9895,0.6030,0.5000,0.9900,no
hybrid_24,polyT30_standard,0.90,1.25,5,4,0.30,0.7104,0.9010,0.7316,0.9281,0.0345,0.0133,0.9909,0.5812,0.5000,1.0050,no
hybrid_24,polyT30_standard,0.90,1.50,5,2,0.30,0.7104,0.9024,0.7361,0.9308,0.0419,0.0207,0.9944,0.4387,0.5278,0.9900,no
hybrid_24,rigid_spacer_PEG,0.90,2.00,5,1,0.30,0.9250,0.9544,0.9484,0.9762,0.0236,0.0159,0.9961,0.3630,0.9444,0.9975,yes
hybrid_24,rigid_spacer_PEG,0.90,1.75,5,1,0.30,0.9249,0.9547,0.9493,0.9771,0.0258,0.0180,0.9967,0.3070,0.9444,0.9875,yes
hybrid_24,rigid_spacer_PEG,0.90,1.50,5,1,0.30,0.9248,0.9549,0.9502,0.9781,0.0268,0.0191,0.9972,0.2508,0.9444,0.9775,yes
hybrid_24,rigid_spacer_PEG,0.90,1.25,5,1,0.30,0.9247,0.9546,0.9511,0.9787,0.0279,0.0204,0.9977,0.1956,0.9444,0.9675,yes
hybrid_24,rigid_spacer_PEG,0.90,0.25,5,1,0.30,0.9246,0.9561,0.9543,0.9814,0.0336,0.0247,0.9996,0.0178,0.9444,0.9275,yes
hybrid_24,rigid_spacer_PEG,0.90,1.00,5,1,0.30,0.9246,0.9549,0.9520,0.9793,0.0304,0.0224,0.9982,0.1428,0.9444,0.9575,yes
hybrid_24,rigid_spacer_PEG,0.90,0.50,5,1,0.30,0.9245,0.9556,0.9536,0.9808,0.0325,0.0242,0.9992,0.0512,0.9444,0.9375,yes
hybrid_24,rigid_spacer_PEG,0.90,0.75,5,1,0.30,0.9245,0.9552,0.9528,0.9800,0.0312,0.0236,0.9987,0.0939,0.9444,0.9475,yes
hybrid_24,rigid_spacer_PEG,0.90,1.00,10,1,0.30,0.9245,0.9543,0.9490,0.9768,0.0265,0.0189,0.9965,0.2651,0.9444,0.9600,yes
hybrid_24,rigid_spacer_PEG,0.90,1.25,10,1,0.30,0.9245,0.9544,0.9473,0.9751,0.0241,0.0163,0.9955,0.3529,0.9444,0.9700,yes
hybrid_24,rigid_spacer_PEG,0.90,0.25,10,1,0.30,0.9244,0.9557,0.9537,0.9809,0.0330,0.0244,0.9993,0.0353,0.9444,0.9300,yes
hybrid_24,rigid_spacer_PEG,0.90,0.75,10,1,0.30,0.9244,0.9545,0.9507,0.9784,0.0288,0.0211,0.9975,0.1790,0.9444,0.9500,yes
hybrid_24,rigid_spacer_PEG,0.90,1.50,10,1,0.30,0.9244,0.9544,0.9456,0.9736,0.0215,0.0137,0.9944,0.4387,0.9444,0.9800,yes
hybrid_24,rigid_spacer_PEG,0.90,0.25,5,2,0.30,0.9243,0.9555,0.9537,0.9809,0.0330,0.0244,0.9993,0.0353,0.9444,0.9400,yes
hybrid_24,rigid_spacer_PEG,0.90,0.50,10,1,0.30,0.9243,0.9550,0.9523,0.9795,0.0311,0.0236,0.9984,0.0999,0.9444,0.9400,yes
hybrid_24,rigid_spacer_PEG,0.90,0.25,20,1,0.30,0.9242,0.9551,0.9525,0.9797,0.0319,0.0240,0.9986,0.0693,0.9444,0.9350,yes
hybrid_24,rigid_spacer_PEG,0.90,1.75,10,1,0.30,0.9242,0.9544,0.9437,0.9718,0.0199,0.0118,0.9933,0.5196,0.9444,0.9900,yes
hybrid_24,rigid_spacer_PEG,0.90,0.25,5,3,0.30,0.9240,0.9550,0.9531,0.9803,0.0324,0.0242,0.9989,0.0525,0.9444,0.9525,yes
hybrid_24,rigid_spacer_PEG,0.90,0.25,10,2,0.30,0.9240,0.9549,0.9525,0.9797,0.0319,0.0240,0.9986,0.0693,0.9444,0.9450,yes
hybrid_24,rigid_spacer_PEG,0.90,0.50,5,2,0.30,0.9240,0.9547,0.9523,0.9795,0.0311,0.0236,0.9984,0.0999,0.9444,0.9500,yes
hybrid_24,rigid_spacer_PEG,0.60,1.75,20,1,0.30,0.9006,0.9387,0.9327,0.9599,0.0523,0.0204,0.9867,0.7691,0.8889,0.7250,yes
hybrid_24,rigid_spacer_PEG,0.60,2.00,20,1,0.30,0.9013,0.9394,0.9276,0.9563,0.0433,0.0146,0.9845,0.8351,0.8889,0.7350,yes
hybrid_24,rigid_spacer_PEG,0.60,2.00,10,2,0.30,0.9000,0.9381,0.9276,0.9563,0.0433,0.0146,0.9845,0.8351,0.8889,0.7450,yes
hybrid_24,rigid_spacer_PEG,0.70,0.50,30,1,0.30,0.9010,0.9355,0.9470,0.9748,0.0793,0.0562,0.9952,0.2707,0.8889,0.7700,yes
hybrid_24,rigid_spacer_PEG,0.70,0.75,20,1,0.30,0.9027,0.9367,0.9465,0.9744,0.0759,0.0522,0.9950,0.3259,0.8889,0.7750,yes
hybrid_24,rigid_spacer_PEG,0.70,0.50,45,1,0.30,0.9013,0.9366,0.9430,0.9708,0.0690,0.0464,0.9929,0.3771,0.8889,0.7775,yes
hybrid_24,rigid_spacer_PEG,0.70,0.75,30,1,0.30,0.9034,0.9380,0.9423,0.9700,0.0641,0.0404,0.9924,0.4466,0.8889,0.7800,yes
hybrid_24,rigid_spacer_PEG,0.70,1.00,10,1,0.30,0.9026,0.9361,0.9490,0.9768,0.0796,0.0566,0.9965,0.2651,0.8889,0.7800,yes
hybrid_24,rigid_spacer_PEG,0.70,0.50,20,2,0.30,0.9010,0.9359,0.9443,0.9726,0.0735,0.0501,0.9937,0.3435,0.8889,0.7850,yes
hybrid_24,rigid_spacer_PEG,0.70,0.50,60,1,0.30,0.9011,0.9366,0.9391,0.9673,0.0627,0.0386,0.9905,0.4680,0.8889,0.7850,yes
hybrid_24,rigid_spacer_PEG,0.70,0.75,10,2,0.30,0.9022,0.9362,0.9465,0.9744,0.0759,0.0522,0.9950,0.3259,0.8889,0.7850,yes
hybrid_24,rigid_spacer_PEG,0.70,1.00,20,1,0.30,0.9048,0.9388,0.9432,0.9710,0.0632,0.0393,0.9930,0.4599,0.8889,0.7850,yes
hybrid_24,rigid_spacer_PEG,0.70,0.75,45,1,0.30,0.9030,0.9393,0.9360,0.9643,0.0542,0.0301,0.9887,0.5882,0.9167,0.7875,yes
hybrid_24,rigid_spacer_PEG,0.70,1.25,5,1,0.30,0.9005,0.9344,0.9511,0.9787,0.0836,0.0613,0.9977,0.1956,0.8889,0.7875,yes
hybrid_24,rigid_spacer_PEG,0.70,0.50,10,3,0.30,0.9003,0.9349,0.9470,0.9748,0.0793,0.0562,0.9952,0.2707,0.8889,0.7900,yes
hybrid_24,rigid_spacer_PEG,0.70,1.00,5,2,0.30,0.9020,0.9355,0.9490,0.9768,0.0796,0.0566,0.9965,0.2651,0.8889,0.7900,yes
hybrid_24,rigid_spacer_PEG,0.70,1.00,30,1,0.30,0.9050,0.9402,0.9374,0.9656,0.0528,0.0285,0.9895,0.6030,0.9167,0.7900,yes
hybrid_24,rigid_spacer_PEG,0.70,1.25,10,1,0.30,0.9044,0.9376,0.9473,0.9751,0.0722,0.0489,0.9955,0.3529,0.8889,0.7900,yes
hybrid_24,rigid_spacer_PEG,0.70,0.75,5,3,0.30,0.9010,0.9348,0.9486,0.9764,0.0801,0.0571,0.9962,0.2561,0.8889,0.7925,yes
hybrid_24,rigid_spacer_PEG,0.70,0.50,30,2,0.30,0.9007,0.9363,0.9391,0.9673,0.0627,0.0386,0.9905,0.4680,0.8889,0.7950,yes
rescue_24,mixed_spacer_antifouling,0.90,0.25,5,1,0.30,0.8715,0.9644,0.8941,0.9865,0.0328,0.0166,0.9996,0.0178,0.8333,0.9275,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,10,1,0.30,0.8711,0.9641,0.8935,0.9862,0.0319,0.0163,0.9993,0.0353,0.8333,0.9300,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,5,2,0.30,0.8710,0.9639,0.8935,0.9862,0.0319,0.0163,0.9993,0.0353,0.8333,0.9400,no
rescue_24,mixed_spacer_antifouling,0.90,0.50,5,1,0.30,0.8710,0.9639,0.8933,0.9861,0.0310,0.0160,0.9992,0.0512,0.8333,0.9375,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,5,3,0.30,0.8705,0.9633,0.8928,0.9857,0.0309,0.0160,0.9989,0.0525,0.8333,0.9525,no
rescue_24,mixed_spacer_antifouling,0.90,0.75,5,1,0.30,0.8705,0.9633,0.8925,0.9854,0.0282,0.0155,0.9987,0.0939,0.8333,0.9475,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,20,1,0.30,0.8704,0.9632,0.8922,0.9851,0.0298,0.0157,0.9986,0.0693,0.8333,0.9350,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,10,2,0.30,0.8702,0.9630,0.8922,0.9851,0.0298,0.0157,0.9986,0.0693,0.8333,0.9450,no
rescue_24,mixed_spacer_antifouling,0.90,0.50,10,1,0.30,0.8702,0.9630,0.8920,0.9849,0.0278,0.0154,0.9984,0.0999,0.8333,0.9400,no
rescue_24,mixed_spacer_antifouling,0.90,1.00,5,1,0.30,0.8700,0.9627,0.8917,0.9847,0.0256,0.0150,0.9982,0.1428,0.8333,0.9575,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,5,4,0.30,0.8699,0.9627,0.8922,0.9851,0.0298,0.0157,0.9986,0.0693,0.8333,0.9650,no
rescue_24,mixed_spacer_antifouling,0.90,0.50,5,2,0.30,0.8699,0.9627,0.8920,0.9849,0.0278,0.0154,0.9984,0.0999,0.8333,0.9500,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,30,1,0.30,0.8696,0.9623,0.8910,0.9841,0.0276,0.0154,0.9979,0.1022,0.8333,0.9400,no
rescue_24,mixed_spacer_antifouling,0.90,1.25,5,1,0.30,0.8695,0.9621,0.8908,0.9839,0.0243,0.0145,0.9977,0.1956,0.8333,0.9675,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,10,3,0.30,0.8693,0.9619,0.8910,0.9841,0.0276,0.0154,0.9979,0.1022,0.8333,0.9600,no
rescue_24,mixed_spacer_antifouling,0.90,0.75,10,1,0.30,0.8693,0.9619,0.8903,0.9835,0.0247,0.0146,0.9975,0.1790,0.8333,0.9500,no
rescue_24,mixed_spacer_antifouling,0.90,1.50,5,1,0.30,0.8690,0.9615,0.8899,0.9831,0.0235,0.0140,0.9972,0.2508,0.8333,0.9775,no
rescue_24,mixed_spacer_antifouling,0.90,0.50,5,3,0.30,0.8688,0.9614,0.8906,0.9838,0.0255,0.0150,0.9976,0.1460,0.8333,0.9625,no
rescue_24,mixed_spacer_antifouling,0.90,0.75,5,2,0.30,0.8688,0.9614,0.8903,0.9835,0.0247,0.0146,0.9975,0.1790,0.8333,0.9600,no
rescue_24,mixed_spacer_antifouling,0.90,0.25,20,2,0.30,0.8686,0.9612,0.8898,0.9831,0.0260,0.0151,0.9971,0.1339,0.8333,0.9550,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,5,1,0.30,0.6295,0.9386,0.6495,0.9646,0.0395,0.0301,0.9996,0.0178,0.6111,0.9275,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,10,1,0.30,0.6292,0.9387,0.6491,0.9641,0.0387,0.0298,0.9993,0.0353,0.6111,0.9300,no
rescue_24,polyT30_PEG_passivated,0.90,0.50,5,1,0.30,0.6291,0.9388,0.6490,0.9640,0.0380,0.0291,0.9992,0.0512,0.6111,0.9375,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,5,2,0.30,0.6290,0.9386,0.6491,0.9641,0.0387,0.0298,0.9993,0.0353,0.6111,0.9400,no
rescue_24,polyT30_PEG_passivated,0.90,0.75,5,1,0.30,0.6287,0.9391,0.6486,0.9635,0.0363,0.0274,0.9987,0.0939,0.6111,0.9475,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,5,3,0.30,0.6286,0.9385,0.6488,0.9637,0.0380,0.0290,0.9989,0.0525,0.6111,0.9525,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,20,1,0.30,0.6284,0.9389,0.6485,0.9634,0.0373,0.0284,0.9986,0.0693,0.6111,0.9350,no
rescue_24,polyT30_PEG_passivated,0.90,0.50,10,1,0.30,0.6284,0.9390,0.6483,0.9633,0.0361,0.0271,0.9984,0.0999,0.6111,0.9400,no
rescue_24,polyT30_PEG_passivated,0.90,1.00,5,1,0.30,0.6284,0.9392,0.6482,0.9633,0.0347,0.0254,0.9982,0.1428,0.6111,0.9575,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,10,2,0.30,0.6283,0.9387,0.6485,0.9634,0.0373,0.0284,0.9986,0.0693,0.6111,0.9450,no
rescue_24,polyT30_PEG_passivated,0.90,0.50,5,2,0.30,0.6282,0.9387,0.6483,0.9633,0.0361,0.0271,0.9984,0.0999,0.6111,0.9500,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,5,4,0.30,0.6281,0.9384,0.6485,0.9634,0.0373,0.0284,0.9986,0.0693,0.6111,0.9650,no
rescue_24,polyT30_PEG_passivated,0.90,1.25,5,1,0.30,0.6281,0.9392,0.6477,0.9630,0.0324,0.0229,0.9977,0.1956,0.6111,0.9675,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,30,1,0.30,0.6277,0.9385,0.6478,0.9631,0.0360,0.0270,0.9979,0.1022,0.6111,0.9400,no
rescue_24,polyT30_PEG_passivated,0.90,0.75,10,1,0.30,0.6277,0.9390,0.6475,0.9629,0.0335,0.0237,0.9975,0.1790,0.6111,0.9500,no
rescue_24,polyT30_PEG_passivated,0.90,1.50,5,1,0.30,0.6277,0.9393,0.6473,0.9627,0.0299,0.0205,0.9972,0.2508,0.6111,0.9775,no
rescue_24,polyT30_PEG_passivated,0.90,0.25,10,3,0.30,0.6275,0.9382,0.6478,0.9631,0.0360,0.0270,0.9979,0.1022,0.6111,0.9600,no
rescue_24,polyT30_PEG_passivated,0.90,0.75,5,2,0.30,0.6274,0.9385,0.6475,0.9629,0.0335,0.0237,0.9975,0.1790,0.6111,0.9600,no
rescue_24,polyT30_PEG_passivated,0.90,1.75,5,1,0.30,0.6274,0.9394,0.6468,0.9624,0.0281,0.0187,0.9967,0.3070,0.6111,0.9875,no
rescue_24,polyT30_PEG_passivated,0.90,0.50,5,3,0.30,0.6273,0.9381,0.6476,0.9629,0.0346,0.0253,0.9976,0.1460,0.6111,0.9625,no
rescue_24,polyT30_standard,0.90,1.50,10,1,0.30,0.8571,0.9164,0.8881,0.9374,0.0421,0.0219,0.9944,0.4387,0.6111,0.9800,no
rescue_24,polyT30_standard,0.90,1.75,10,1,0.30,0.8571,0.9177,0.8861,0.9364,0.0382,0.0172,0.9933,0.5196,0.6111,0.9900,no
rescue_24,polyT30_standard,0.90,2.00,10,1,0.30,0.8568,0.9178,0.8841,0.9355,0.0340,0.0154,0.9922,0.5941,0.6111,1.0000,no
rescue_24,polyT30_standard,0.90,2.00,5,1,0.30,0.8565,0.9149,0.8912,0.9396,0.0456,0.0265,0.9961,0.3630,0.6111,0.9975,no
rescue_24,polyT30_standard,0.90,1.25,10,1,0.30,0.8562,0.9148,0.8900,0.9386,0.0461,0.0270,0.9955,0.3529,0.6111,0.9700,no
rescue_24,polyT30_standard,0.90,1.50,5,2,0.30,0.8562,0.9155,0.8881,0.9374,0.0421,0.0219,0.9944,0.4387,0.6111,0.9900,no
rescue_24,polyT30_standard,0.90,1.75,5,2,0.30,0.8561,0.9166,0.8861,0.9364,0.0382,0.0172,0.9933,0.5196,0.6111,1.0000,no
rescue_24,polyT30_standard,0.90,1.75,5,1,0.30,0.8558,0.9142,0.8922,0.9405,0.0483,0.0293,0.9967,0.3070,0.6111,0.9875,no
rescue_24,polyT30_standard,0.90,2.00,5,2,0.30,0.8557,0.9165,0.8841,0.9355,0.0340,0.0154,0.9922,0.5941,0.6111,1.0100,no
rescue_24,polyT30_standard,0.90,1.25,5,2,0.30,0.8555,0.9140,0.8900,0.9386,0.0461,0.0270,0.9955,0.3529,0.6111,0.9800,no
rescue_24,polyT30_standard,0.90,1.00,20,1,0.30,0.8554,0.9165,0.8855,0.9362,0.0411,0.0206,0.9930,0.4599,0.6111,0.9650,no
rescue_24,polyT30_standard,0.90,1.00,10,1,0.30,0.8552,0.9131,0.8919,0.9402,0.0501,0.0320,0.9965,0.2651,0.6111,0.9600,no
rescue_24,polyT30_standard,0.90,1.50,5,1,0.30,0.8552,0.9137,0.8932,0.9414,0.0507,0.0329,0.9972,0.2508,0.6111,0.9775,no
rescue_24,polyT30_standard,0.90,0.75,20,1,0.30,0.8551,0.9140,0.8891,0.9379,0.0474,0.0283,0.9950,0.3259,0.6111,0.9550,no
rescue_24,polyT30_standard,0.90,1.00,5,3,0.30,0.8548,0.9138,0.8887,0.9377,0.0452,0.0261,0.9947,0.3700,0.6111,0.9825,no
rescue_24,polyT30_standard,0.90,1.00,10,2,0.30,0.8548,0.9159,0.8855,0.9362,0.0411,0.0206,0.9930,0.4599,0.6111,0.9750,no
rescue_24,polyT30_standard,0.90,0.75,10,2,0.30,0.8547,0.9136,0.8891,0.9379,0.0474,0.0283,0.9950,0.3259,0.6111,0.9650,no
rescue_24,polyT30_standard,0.90,1.25,5,3,0.30,0.8547,0.9154,0.8859,0.9363,0.0402,0.0195,0.9932,0.4795,0.6111,0.9925,no
rescue_24,polyT30_standard,0.90,1.25,20,1,0.30,0.8547,0.9165,0.8818,0.9342,0.0348,0.0156,0.9909,0.5812,0.6111,0.9750,no
rescue_24,polyT30_standard,0.90,1.00,5,2,0.30,0.8546,0.9125,0.8919,0.9402,0.0501,0.0320,0.9965,0.2651,0.6111,0.9700,no
rescue_24,rigid_spacer_PEG,0.90,1.75,20,1,0.30,0.8684,0.9431,0.8879,0.9576,0.0147,0.0056,0.9867,0.7691,0.8333,0.9950,no
rescue_24,rigid_spacer_PEG,0.90,1.50,20,1,0.30,0.8682,0.9449,0.8890,0.9617,0.0180,0.0076,0.9888,0.6848,0.8333,0.9850,no
rescue_24,rigid_spacer_PEG,0.90,2.00,20,1,0.30,0.8682,0.9400,0.8867,0.9544,0.0118,0.0039,0.9845,0.8351,0.8333,1.0050,no
rescue_24,rigid_spacer_PEG,0.90,2.00,10,1,0.30,0.8680,0.9493,0.8908,0.9667,0.0212,0.0099,0.9922,0.5941,0.8333,1.0000,no
rescue_24,rigid_spacer_PEG,0.90,1.25,30,1,0.30,0.8679,0.9428,0.8877,0.9573,0.0163,0.0066,0.9864,0.7289,0.8333,0.9800,no
rescue_24,rigid_spacer_PEG,0.90,1.50,30,1,0.30,0.8677,0.9378,0.8861,0.9526,0.0124,0.0042,0.9833,0.8229,0.8333,0.9900,no
rescue_24,rigid_spacer_PEG,0.90,1.25,20,1,0.30,0.8676,0.9482,0.8901,0.9653,0.0216,0.0104,0.9909,0.5812,0.8333,0.9750,no
rescue_24,rigid_spacer_PEG,0.90,1.00,30,1,0.30,0.8674,0.9464,0.8894,0.9630,0.0209,0.0096,0.9895,0.6030,0.8333,0.9700,no
rescue_24,rigid_spacer_PEG,0.90,1.00,45,1,0.30,0.8674,0.9396,0.8866,0.9540,0.0155,0.0061,0.9843,0.7498,0.8333,0.9775,no
rescue_24,rigid_spacer_PEG,0.90,1.75,10,2,0.30,0.8674,0.9420,0.8879,0.9576,0.0147,0.0056,0.9867,0.7691,0.8333,1.0050,no
rescue_24,rigid_spacer_PEG,0.90,1.50,10,2,0.30,0.8673,0.9439,0.8890,0.9617,0.0180,0.0076,0.9888,0.6848,0.8333,0.9950,no
rescue_24,rigid_spacer_PEG,0.90,1.75,10,1,0.30,0.8672,0.9498,0.8914,0.9690,0.0236,0.0125,0.9933,0.5196,0.8333,0.9900,no
rescue_24,rigid_spacer_PEG,0.90,0.75,60,1,0.30,0.8670,0.9408,0.8869,0.9552,0.0177,0.0074,0.9849,0.6936,0.8333,0.9750,no
rescue_24,rigid_spacer_PEG,0.90,1.00,20,2,0.30,0.8670,0.9416,0.8875,0.9568,0.0171,0.0071,0.9860,0.7082,0.8333,0.9850,no
rescue_24,rigid_spacer_PEG,0.90,1.75,30,1,0.30,0.8670,0.9326,0.8844,0.9483,0.0094,0.0026,0.9801,0.8890,0.8333,1.0000,no
rescue_24,rigid_spacer_PEG,0.90,2.00,10,2,0.30,0.8670,0.9388,0.8867,0.9544,0.0118,0.0039,0.9845,0.8351,0.8333,1.0150,no
rescue_24,rigid_spacer_PEG,0.90,0.75,45,1,0.30,0.8669,0.9444,0.8889,0.9613,0.0214,0.0101,0.9887,0.5882,0.8333,0.9675,no
rescue_24,rigid_spacer_PEG,0.90,1.25,10,2,0.30,0.8668,0.9474,0.8901,0.9653,0.0216,0.0104,0.9909,0.5812,0.8333,0.9850,no
rescue_24,rigid_spacer_PEG,0.90,2.00,5,2,0.30,0.8668,0.9480,0.8908,0.9667,0.0212,0.0099,0.9922,0.5941,0.8333,1.0100,no
rescue_24,rigid_spacer_PEG,0.90,1.25,45,1,0.30,0.8667,0.9320,0.8842,0.9478,0.0108,0.0033,0.9797,0.8588,0.8333,0.9875,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,1,0.30,0.8666,0.9677,0.8860,0.9891,0.0240,0.0172,0.9996,0.0178,0.8056,0.9275,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,10,1,0.30,0.8662,0.9672,0.8853,0.9884,0.0235,0.0169,0.9993,0.0353,0.8056,0.9300,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,2,0.30,0.8660,0.9670,0.8853,0.9884,0.0235,0.0169,0.9993,0.0353,0.8056,0.9400,no
sunflower_20,mixed_spacer_antifouling,0.90,0.50,5,1,0.30,0.8660,0.9670,0.8852,0.9883,0.0229,0.0164,0.9992,0.0512,0.8056,0.9375,no
sunflower_20,mixed_spacer_antifouling,0.90,0.75,5,1,0.30,0.8656,0.9662,0.8843,0.9874,0.0218,0.0153,0.9987,0.0939,0.8056,0.9475,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,3,0.30,0.8655,0.9662,0.8846,0.9878,0.0228,0.0164,0.9989,0.0525,0.8056,0.9525,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,20,1,0.30,0.8654,0.9659,0.8840,0.9870,0.0224,0.0159,0.9986,0.0693,0.8056,0.9350,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,10,2,0.30,0.8653,0.9657,0.8840,0.9870,0.0224,0.0159,0.9986,0.0693,0.8056,0.9450,no
sunflower_20,mixed_spacer_antifouling,0.90,0.50,10,1,0.30,0.8653,0.9657,0.8837,0.9866,0.0216,0.0152,0.9984,0.0999,0.8056,0.9400,no
sunflower_20,mixed_spacer_antifouling,0.90,1.00,5,1,0.30,0.8651,0.9654,0.8834,0.9862,0.0207,0.0143,0.9982,0.1428,0.8056,0.9575,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,5,4,0.30,0.8650,0.9654,0.8840,0.9870,0.0224,0.0159,0.9986,0.0693,0.8056,0.9650,no
sunflower_20,mixed_spacer_antifouling,0.90,0.50,5,2,0.30,0.8650,0.9654,0.8837,0.9866,0.0216,0.0152,0.9984,0.0999,0.8056,0.9500,no
sunflower_20,mixed_spacer_antifouling,0.90,0.25,30,1,0.30,0.8646,0.9646,0.8827,0.9853,0.0216,0.0151,0.9979,0.1022,0.8056,0.9400,no
